20/06/2020 11:39:51:347760: <socket.socket fd=668, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 53461), raddr=('127.0.0.1', 40001)>: LOGIN asd asd
20/06/2020 17:15:04:961833: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:15:04:961833: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:15:04:961833: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:15:19:399776: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:15:19:399776: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:15:24:243905: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:15:26:099260: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:15:26:100246: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:16:09:815036: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:16:13:354301: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:16:13:354301: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:16:27:892860: <socket.socket fd=520, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55038), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 17:17:03:363180: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55049), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:18:31:238593: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:18:32:587695: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:18:32:588694: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:18:32:589691: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:18:32:589691: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:18:37:191525: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:18:37:191525: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:18:40:502188: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:18:41:697251: <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55057), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 17:20:17:279296: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:20:18:609613: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:18:609613: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:20:18:609613: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:20:18:609613: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:21:241485: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:20:21:242484: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:20:35:443600: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:20:35:443600: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:20:38:493801: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:38:493801: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:41:545657: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:41:545657: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:43:145220: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:43:146217: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:44:440756: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:44:440756: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:45:768972: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:45:768972: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:48:474197: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:48:474197: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:49:204692: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:49:204692: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:50:175469: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:50:175469: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:51:534924: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:51:534924: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:52:505098: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:52:506088: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:20:53:281017: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:20:53:282014: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:21:02:314385: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:21:02:315381: <socket.socket fd=660, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55062), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:22:41:527670: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:22:42:575701: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:22:42:585723: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:22:42:585723: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:22:42:585723: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:22:46:253834: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:22:46:253834: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:22:49:505023: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:22:49:505023: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:23:01:904525: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: COUPON_BUY 12&2&3&4&5&6
20/06/2020 17:23:17:752537: <ssl.SSLSocket fd=488, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55073), raddr=('127.0.0.1', 40001)>: COUPON_BUY 12&2&3&4&5&6
20/06/2020 17:25:38:597998: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:25:39:494682: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:25:39:494682: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:25:39:495680: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:25:39:496677: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:25:50:400650: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: COUPON_BUY 12&2&3&4&5&6
20/06/2020 17:25:52:844718: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:25:52:844718: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:25:57:564401: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:25:57:564401: <ssl.SSLSocket fd=672, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55081), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:27:59:831190: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:28:00:806554: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:28:00:807553: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:28:00:808550: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:28:00:808550: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:28:01:700720: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:28:01:700720: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55093), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:28:47:630609: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:28:48:805227: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:28:48:806219: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:28:48:806219: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:28:48:807217: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:29:27:489247: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: COUPON_BUY 1&2&3&4&6&8
20/06/2020 17:29:45:569892: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:29:45:570912: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:30:02:235219: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:02:235219: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:09:807890: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:09:808889: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:12:357622: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:12:358623: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:12:950527: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:12:950527: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:13:414309: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:13:414309: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:13:581871: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:13:581871: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:13:685717: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:13:685717: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:13:816740: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:13:816740: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:13:910465: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:13:910465: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:14:051034: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:14:051034: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:14:176024: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:14:176024: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:14:285377: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:14:285377: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:14:425974: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:14:425974: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:14:553460: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:14:553460: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:30:14:703250: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:30:14:703250: <ssl.SSLSocket fd=712, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55097), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
